accession	domain	phylum	class	order	family	genus	species	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_041230405.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Kariarchaeaceae	Kariarchaeum	Kariarchaeum pelagium	0	71.7	2.05	General	76.42	1.87	149	k__Archaea (UID2)	107	0.0	1284450	92.09203682964495	137	420896	30.17725091163552	1394746	GB_GCA_002728275.1	f	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagium	not type material	none	f	25	25	88132	88132	88132	1	2562	JBERFY010000078.1	none	0	none	none	2369	4348	0	99.789	BCSF01007275.2.2427	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured marine virus	10180	10180	f	f	t	15119	15119	Contig	ASM4123040v1	na	PRJNA1081583	SAMN41428558	137	15119	none	2024-08-13	GCA_041230405.1	derived from metagenome	full	02um_A1Z0725_5.73	none	none	0	none	Promethearchaeati archaeon	none	na	none	none	none	none	none	none	2024-08-13	0	2591838	none	02um_A1Z0725_5.73	Xiamen University	2591838	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;x__unclassified Promethearchaeati;s__Promethearchaeati archaeon	0	1394746	none	none	na	1394746	0	JBERFY000000000.1	1423	137	61364	1	none	none	none	none	none	none	1469	JBERFY010000032.1	356	222	9.51e-56	78.652	JN509596.1.1473	Bacteria;Dependentiae;Babeliae;Babeliales;Incertae Sedis;Incertae Sedis;uncultured organism	0	20	39	0
GB_GCA_964510585.1	Archaea	Asgardarchaeota	Jordiarchaeia	Jordiarchaeales	Jordiarchaeaceae	Jordiarchaeum	Jordiarchaeum sp964510585	0	96.12	4.83	General	96.73	2.34	149	k__Archaea (UID2)	107	0.0	3049576	80.63207413471078	217	1576230	41.676185218323845	3782088	GB_GCA_964510585.1	t	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__Jordiarchaeum;s__Jordiarchaeum sp964510585	not type material	none	f	39	39	105153	105153	none	0	none	none	none	0	none	none	none	none	none	none	none	none	17428	17428	f	f	t	29853	29853	Contig	SRP231805_co4_171	na	PRJEB82487	SAMEA117390450	217	29853	none	2025-01-12	GCA_964510585.1	derived from metagenome	full	SRP231805_co4_171	none	none	0	none	uncultured archaeon	none	na	none	none	none	none	none	none	2025-01-12	0	115547	none	SRP231805_co4_171	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	0	3782088	none	none	na	3782088	0	CAZECW000000000.1	3633	217	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	31	0
GB_GCA_964653985.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	CAZZIC01	CAZZIC01 sp964653985	0	96.23	6.75	General	93.15	4.21	149	k__Archaea (UID2)	107	0.0	3560443	83.16563294836641	371	1347916	31.5556869677426	4281147	GB_GCA_964653985.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__CAZZIC01;s__CAZZIC01 sp964653985	not type material	none	f	73	60	90588	90588	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11513	15567	f	f	t	17623	20855	Scaffold	binchicken_co8_354	na	PRJEB82487	SAMEA117384764	371	17623	none	2025-01-13	GCA_964653985.1	derived from metagenome	full	binchicken_co8_354	none	none	0	none	uncultured archaeon	none	na	none	275	60	20855	12763	7761	2025-01-13	96	115547	none	binchicken_co8_354	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	9600	4281147	none	none	na	4271547	0	CAZZIC000000000.1	4066	275	4910	1	none	none	none	none	none	none	518	CAZZIC010000228.1	518	769	0	93.436	JYIM01000321.1.1179	Archaea;Asgardarchaeota;Lokiarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	9600	17	36	0
GB_GCA_019056735.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp019057865	0	67.44	1.61	General	66.98	2.34	149	k__Archaea (UID2)	107	33.33	1504616	87.58588372262243	331	504244	29.35277595866987	1717875	GB_GCA_019057865.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	not type material	none	f	102	102	19571	19571	17962	1	3314	DXJD01000266.1	none	0	none	none	2129	3037	0	92.438	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	5189	5189	f	f	t	5554	5554	Contig	ASM1905673v1	na	PRJNA678817	SAMN19820859	331	5554	Costa Rica	2021-06-29	GCA_019056735.1	derived from metagenome	full	CR1122_bin_77	marine sediment	none	0	none	Promethearchaeota archaeon	none	na	none	none	none	none	none	none	2021-06-29	0	2053489	none	CR1122_bin_77	The University of Queensland	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	0	1717875	none	none	na	1717875	0	DXJD00000000.1	1873	331	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	13	19	0
GB_GCA_964505645.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	TEKIR-8	TEKIR-8 sp964505645	0	95.25	5.98	General	86.92	2.57	149	k__Archaea (UID2)	107	0.0	3686885	83.49317630902905	795	1551113	35.14671267355682	4415792	GB_GCA_964505645.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp964505645	not type material	none	f	190	164	34835	34835	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5551	6281	f	f	t	7434	8193	Scaffold	SRP141376_co4_317	na	PRJEB82487	SAMEA117288817	795	7434	none	2025-01-13	GCA_964505645.1	derived from metagenome	full	SRP141376_co4_317	none	none	0	none	uncultured archaeon	none	na	none	703	164	8193	4996	3026	2025-01-13	92	115547	none	SRP141376_co4_317	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	2540	4415792	none	none	na	4413252	0	CAZDJH000000000.1	4379	703	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2540	19	43	1
GB_GCA_048881725.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp048882325	0	93.72	5.62	General	91.13	4.21	149	k__Archaea (UID2)	107	14.29	3342649	91.27090399629964	185	1623502	44.34649167374134	3662338	GB_GCA_048882325.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp048882325	not type material	none	f	29	26	149191	151327	none	0	none	none	none	0	none	none	none	none	none	none	none	none	19788	22468	f	f	t	36868	41625	Scaffold	ASM4888172v1	na	PRJNA1162170	SAMN43852991	185	36868	none	2025-03-24	GCA_048881725.1	derived from metagenome	full	TM2S.239	none	none	0	0	Candidatus Thorarchaeota archaeon	none	na	2	163	26	41625	19508	10392	2025-03-24	22	2053491	0	TM2S.239	East china normal University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	1390	3662338	11	41	na	3660948	0	JBHLSF000000000.1	3573	163	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1390	16	41	1
GB_GCA_016839465.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp016840685	0	85.36	6.12	General	85.05	0.93	149	k__Archaea (UID2)	107	0.0	2824510	91.1813176614149	212	1387423	44.78902793537755	3097685	GB_GCA_016840685.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp016840685	not type material	none	f	47	47	63394	63394	none	0	none	none	none	0	none	none	none	none	none	none	none	none	14611	14611	f	f	t	19796	19796	Contig	ASM1683946v1	na	PRJNA680430	SAMN16492250	212	19796	China: Futian Nature Reserve of Shenzhen	2021-02-09	GCA_016839465.1	derived from metagenome	full	FT1_002	coastal marine sediment	22.530000 N 114.000000 E	0	none	Candidatus Thorarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2053491	none	FT1_002	Shenzhen Univeristy	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	0	3097685	none	none	na	3097685	0	JAEOUF000000000.1	3182	212	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	35	1
GB_GCA_019056785.1	Archaea	Asgardarchaeota	Heimdallarchaeia	JABLTI01	JABLTI01	JABLTI01	JABLTI01 sp019056785	0	82.53	4.08	General	86.45	7.01	149	k__Archaea (UID2)	107	11.11	2523245	87.83497539432264	102	1108294	38.58007296940068	2872711	GB_GCA_019056785.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019056785	not type material	none	f	14	14	198491	198491	42579	1	4049	DXJV01000033.1	none	0	none	none	302	281	3.85e-73	83.775	CP026606.1022489.1025428	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis	28163	28163	f	f	t	66020	66020	Contig	ASM1905678v1	na	PRJNA678817	SAMN19820877	102	66020	USA: Guaymas Basin; Gulf of California	2021-06-29	GCA_019056785.1	derived from metagenome	full	MAG_147	Guaymas Basin sediment from dive 4484 depth 0-1 cm	none	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2021-06-29	0	2026747	none	MAG_147	The University of Queensland	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2872711	none	none	na	2872711	0	DXJV00000000.1	2720	102	56840	2	none	none	none	none	none	none	839	DXJV01000030.1	841	1434	0	97.503	FR682492.1.1462	Archaea;Asgardarchaeota;Heimdallarchaeia;Incertae Sedis;Incertae Sedis;LC_3;uncultured archaeon	0	18	38	0
GB_GCA_048886305.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048886305	0	94.01	6.05	General	81.07	2.34	149	k__Archaea (UID2)	107	0.0	2650690	89.05212728787593	319	885844	29.78217528854462	2976560	GB_GCA_048886305.1	t	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048886305	not type material	none	f	67	64	85786	85786	17130	1	960	JBHLKV010000039.1	none	0	none	none	961	1308	0	91.259	JYIM01000373.485.3826	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Lokiarchaeum sp. GC14_75	9324	10158	f	f	t	13373	13666	Scaffold	ASM4888630v1	na	PRJNA1162170	SAMN43852799	319	13373	none	2025-03-24	GCA_048886305.1	derived from metagenome	full	DZ1M.223	none	none	0	0	Candidatus Hodarchaeota archaeon	none	na	3	293	64	13666	7666	4762	2025-03-24	26	2800102	2	DZ1M.223	East china normal University	2800102	d__Archaea;p__Candidatus Hodarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Hodarchaeota;x__unclassified Candidatus Hodarchaeota;s__Candidatus Hodarchaeota archaeon	2150	2976560	11	30	na	2974410	0	JBHLKV000000000.1	3004	293	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2150	15	29	0
GB_GCA_016839945.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeales	Heimdallarchaeaceae	UBA460	UBA460 sp016839945	0	88.07	2.35	General	88.4	0.47	149	k__Archaea (UID2)	107	0.0	2764004	92.0403218609434	186	965672	32.15652426411138	3003036	GB_GCA_016839945.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp016839945	not type material	none	f	31	31	179798	179798	none	0	none	none	none	0	none	none	none	none	none	none	none	none	16145	16145	f	f	t	25949	25949	Contig	ASM1683994v1	na	PRJNA680430	SAMN16492223	186	25949	China: Rongcheng Nation Swan Nature Reserve	2021-02-09	GCA_016839945.1	derived from metagenome	full	YT1_029	coastal marine sediment	37.350000 N 122.580000 E	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2021-02-09	0	2026747	none	YT1_029	Shenzhen Univeristy	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	3003036	none	none	na	3003036	0	JAEOTE000000000.1	2942	186	7575	1	none	none	none	none	none	none	483	JAEOTE010000163.1	469	726	0	94.67	MEHH01000036.3025.4474	Archaea;Asgardarchaeota;Heimdallarchaeia;Incertae Sedis;Incertae Sedis;AB_125;Candidatus Heimdallarchaeota archaeon AB_125	0	17	40	0
GB_GCA_048882945.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp048882965	0	93.75	6.21	General	90.65	5.14	149	k__Archaea (UID2)	107	28.57	3226166	91.20367962186062	313	1541895	43.59601106090851	3537320	GB_GCA_048882965.1	f	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp048882965	not type material	none	f	58	56	87346	92410	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11299	11635	f	f	t	19157	19650	Scaffold	ASM4888294v1	na	PRJNA1162170	SAMN43852963	313	19157	none	2025-03-24	GCA_048882945.1	derived from metagenome	full	QM2M.44	none	none	0	0	Candidatus Thorarchaeota archaeon	none	na	2	304	56	19650	9548	4818	2025-03-24	9	2053491	0	QM2M.44	East china normal University	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	540	3537320	11	37	na	3536780	0	JBHLRD000000000.1	3590	304	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	540	20	37	0
GB_GCA_003144275.1	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	Hodarchaeum sp003144275	0	93.97	3.93	General	93.69	1.87	149	k__Archaea (UID2)	107	0.0	3428543	86.8368091260454	107	1426890	36.140083379345626	3948260	GB_GCA_003144275.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__Hodarchaeaceae;g__Hodarchaeum;s__Hodarchaeum sp003144275	not type material	none	f	20	20	193901	193901	124318	1	1147	NJBF01000005.1	none	0	none	none	755	195	1.43e-47	72.318	MEHH01000225.593.3133	Archaea;Asgardarchaeota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Heimdallarchaeota archaeon AB_125	36899	38332	f	f	t	75254	75254	Scaffold	ASM314427v1	na	PRJNA383916	SAMN07236661	107	75254	China: the north of the South China Sea	2018-05-21	GCA_003144275.1	derived from metagenome	full	B3_Heim	marine sediment	22.17 N 118.4 E	0	0	Candidatus Heimdallarchaeota archaeon B3_Heim	3553	na	1	103	20	75254	40569	15065	2018-05-21	4	2012493	1	B3_Heim	Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences	2012493	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon B3_Heim	40	3948260	11	31	na	3948220	0	NJBF00000000.1	3621	103	124318	1	none	none	none	none	none	none	1474	NJBF01000005.1	1405	2241	0	95.445	JQ989638.1.1405	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis;LCB-4;uncultured archaeon	40	19	46	0
GB_GCA_030629105.1	Archaea	Asgardarchaeota	Heimdallarchaeia	JABLTI01	JABLTI01	JABLTI01	JABLTI01 sp030629105	0	83.32	3.72	General	89.02	5.61	149	k__Archaea (UID2)	107	0.0	2617340	89.62461853704505	232	993384	34.01608582026178	2920336	GB_GCA_030629105.1	t	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp030629105	not type material	none	f	63	63	56867	56867	none	0	none	none	none	0	none	none	none	none	none	none	none	none	12587	12587	f	f	t	14954	14954	Contig	ASM3062910v1	na	PRJNA950938	SAMN34049568	232	14954	none	2023-08-03	GCA_030629105.1	derived from metagenome	full	CSMAG_1555	cold seep	none	0	none	Candidatus Heimdallarchaeota archaeon	none	na	none	none	none	none	none	none	2023-08-03	0	2026747	none	CSMAG_1555	Third Institute of Oceanography, Ministry of Natural Resources	2026747	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Heimdallarchaeota;x__unclassified Candidatus Heimdallarchaeota;s__Candidatus Heimdallarchaeota archaeon	0	2920336	none	none	na	2920336	0	DAOVPS000000000.1	2912	232	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	34	0
GB_GCA_003345545.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	SMTZ1-45 sp003345545	0	92.91	5.43	General	86.45	3.74	149	k__Archaea (UID2)	107	0.0	2410084	89.6581946965864	87	1292095	48.10906550915532	2688080	GB_GCA_003345545.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp003345545	not type material	none	f	13	13	189792	189792	24018	1	3049	PRDH01000034.1	none	0	none	none	2451	433	7.54e-119	70.747	KP308663.317302.320369	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	30870	32781	f	f	t	71645	71645	Scaffold	ASM334554v1	na	PRJNA406094	SAMN08287972	87	71645	USA: Ohio; Lake Erie; Old Woman Creek	2018-07-30	GCA_003345545.1	derived from metagenome	full	OWC2	freshwater wetland soil	41.3778 N 82.5108 W	0	0	Candidatus Thorarchaeota archaeon	none	na	3	82	13	71645	29638	13779	2018-07-30	5	2053491	1	OWC2	DOE Joint Genome Institute	2053491	d__Archaea;p__Candidatus Thorarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Candidatus Thorarchaeota;x__unclassified Candidatus Thorarchaeota;s__Candidatus Thorarchaeota archaeon	2318	2688080	11	28	na	2685762	0	PRDH00000000.1	2638	82	120482	1	none	none	none	none	none	none	1561	PRDH01000081.1	1150	630	1.42e-178	77.13	KF439061.22968.24341	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured miscellaneous Crenarchaeota group	2318	16	36	1
GB_GCA_048939985.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	Loki-b32	Loki-b32 sp048940805	0	94.52	5.15	General	84.58	4.67	149	k__Archaea (UID2)	107	0.0	3856489	88.02777727687639	216	1388154	31.711903277545915	4380991	GB_GCA_048940805.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp048940805	not type material	none	f	37	35	148172	148172	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20265	24338	f	f	t	35348	37451	Scaffold	ASM4893998v1	na	PRJNA1162170	SAMN43852907	216	35348	none	2025-03-25	GCA_048939985.1	derived from metagenome	full	DZ3S.318	none	none	0	0	Promethearchaeota archaeon	none	na	2	180	35	37451	22125	11970	2025-03-25	36	2053489	1	DZ3S.318	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	3600	4380991	11	37	na	4377391	0	JBHLOZ000000000.1	4172	180	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3600	17	38	0
GB_GCA_048941205.1	Archaea	Asgardarchaeota	Lokiarchaeia	Sigyniarchaeales	SOKP01	SOKP01	SOKP01 sp048939995	0	87.05	4.53	General	70.72	2.34	149	k__Archaea (UID2)	107	0.0	2733751	88.99212930620834	239	932385	30.36093757021324	3071902	GB_GCA_048939995.1	f	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigyniarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp048939995	not type material	none	f	55	54	61645	70120	none	0	none	none	none	0	none	none	none	none	none	none	none	none	12849	13356	f	f	t	17880	18052	Scaffold	ASM4894120v1	na	PRJNA1162170	SAMN43852876	239	17880	none	2025-03-25	GCA_048941205.1	derived from metagenome	full	DZ2S.380	none	none	0	0	Promethearchaeota archaeon	none	na	1	230	54	18052	10273	6782	2025-03-25	9	2053489	1	DZ2S.380	East china normal University	2053489	d__Archaea;p__Promethearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__Promethearchaeati;p__Promethearchaeota;x__unclassified Promethearchaeota;s__Promethearchaeota archaeon	900	3071902	11	34	na	3071002	0	JBHLNU000000000.1	3036	230	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	900	18	34	0
GB_GCA_964589775.1	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	CAZPUN01	CAZPUN01	CAZPUN01 sp964589775	0	96.75	3.94	General	93.46	4.28	149	k__Archaea (UID2)	107	0.0	1955667	90.44253631844524	64	761019	35.19438050881202	2162331	GB_GCA_964589775.1	t	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__CAZPUN01;g__CAZPUN01;s__CAZPUN01 sp964589775	not type material	none	f	14	14	178628	178628	160455	1	3853	CAZPUN010000023.1	70514	1	100	CAZPUN010000013.1	1771	841	0	75.833	KF439061.19070.22968	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured miscellaneous Crenarchaeota group	33786	33786	t	f	f	46056	46056	Contig	binchicken_co219_458	na	PRJEB82487	SAMEA117391334	64	46056	none	2025-01-08	GCA_964589775.1	derived from metagenome	full	binchicken_co219_458	none	none	0	none	uncultured archaeon	none	na	none	none	none	none	none	none	2025-01-08	0	115547	none	binchicken_co219_458	Centre for Microbiome Research	115547	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__environmental samples;s__uncultured archaeon	0	2162331	none	none	na	2162331	0	CAZPUN000000000.1	2040	64	160455	1	none	none	none	none	none	none	1499	CAZPUN010000023.1	1388	917	0	78.963	AB213062.1.1375	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	20	43	0
